Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,States,Counties
2020,NC,North Carolina,Randolph,37151,37151031000,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.3,,,4.0,4.7,7151,POINT (-79.60864986 35.75929691),37151031000,HLTHOUT,STROKE,CrdPrv,Stroke,37,651
2020,NC,North Carolina,Rockingham,37157,37157040601,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,62.2,,,59.4,65.3,3872,POINT (-79.90498696 36.5060659),37157040601,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2475
2020,NC,North Carolina,Rockingham,37157,37157040501,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,52.1,,,48.6,55.8,3659,POINT (-79.81258201 36.51832254),37157040501,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2475
2020,NC,North Carolina,Surry,37171,37171930201,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.3,,,15.3,17.2,3543,POINT (-80.54969623 36.52802775),37171930201,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2481
2020,NC,North Carolina,Randolph,37151,37151030900,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.1,,,6.8,7.3,3686,POINT (-79.61089382 35.61183308),37151030900,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,651
2020,NC,North Carolina,Rockingham,37157,37157040502,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,20.8,,,19.0,22.7,2876,POINT (-79.79226742 36.48344887),37157040502,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2475
2020,NC,North Carolina,Randolph,37151,37151030100,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,23.4,,,21.5,25.1,4597,POINT (-79.82588849 35.67349166),37151030100,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,651
2020,NC,North Carolina,Randolph,37151,37151030400,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,52.8,,,49.3,56.4,4193,POINT (-79.81718708 35.74284485),37151030400,PREVENT,DENTAL,CrdPrv,Dental Visit,37,651
2019,NC,North Carolina,Randolph,37151,37151031305,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.4,,,85.2,85.7,4090,POINT (-79.80627844 35.8776938),37151031305,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,651
2020,NC,North Carolina,Stokes,37169,37169070200,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,74.3,,,71.8,76.7,3660,POINT (-80.24146802 36.44817285),37169070200,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2480
2020,NC,North Carolina,Surry,37171,37171930501,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,40.5,,,34.4,46.2,2891,POINT (-80.65311044 36.54230192),37171930501,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2481
2020,NC,North Carolina,Randolph,37151,37151030400,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,25.7,,,17.5,35.1,4193,POINT (-79.81718708 35.74284485),37151030400,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,651
2020,NC,North Carolina,Surry,37171,37171930301,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,15.9,,,13.7,18.0,2042,POINT (-80.6011149 36.54288083),37171930301,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2481
2020,NC,North Carolina,Rockingham,37157,37157041001,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.9,,,82.2,85.5,6103,POINT (-79.98094152 36.31496912),37157041001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2475
2020,NC,North Carolina,Randolph,37151,37151030600,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,74.6,,,69.6,78.9,6387,POINT (-79.89327301 35.66764354),37151030600,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,651
2020,NC,North Carolina,Rockingham,37157,37157040101,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,22.5,,,20.6,24.2,4097,POINT (-79.61373235 36.47442026),37157040101,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2475
2020,NC,North Carolina,Rockingham,37157,37157040700,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.2,,,7.8,8.7,4524,POINT (-79.99787978 36.44960869),37157040700,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2475
2020,NC,North Carolina,Randolph,37151,37151031304,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.4,,,3.2,3.5,4701,POINT (-79.87801395 35.87116772),37151031304,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,651
2020,NC,North Carolina,Randolph,37151,37151031303,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.2,,,81.4,84.8,4226,POINT (-79.92082099 35.8441171),37151031303,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,651
2020,NC,North Carolina,Rockingham,37157,37157041200,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.7,,,38.4,41.0,5282,POINT (-79.67511729 36.37038105),37157041200,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2475
2020,NC,North Carolina,Rockingham,37157,37157041300,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,51.7,,,48.8,54.5,6737,POINT (-79.58261219 36.31108268),37157041300,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2475
2020,NC,North Carolina,Randolph,37151,37151031504,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.7,,,5.8,7.8,5234,POINT (-79.94933356 35.89905011),37151031504,HLTHOUT,COPD,CrdPrv,COPD,37,651
2020,NC,North Carolina,Rockingham,37157,37157040102,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.4,,,21.6,23.3,2823,POINT (-79.56837254 36.43333113),37157040102,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2475
2020,NC,North Carolina,Randolph,37151,37151031200,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79.3,,,78.5,80.2,5336,POINT (-79.59882768 35.86310823),37151031200,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,651
2020,NC,North Carolina,Stokes,37169,37169070100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,9.0,9.6,6720,POINT (-80.09824888 36.44543707),37169070100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2480
2020,NC,North Carolina,Randolph,37151,37151030301,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,40.2,,,33.7,46.8,6501,POINT (-79.79231639 35.74385327),37151030301,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,651
2020,NC,North Carolina,Rockingham,37157,37157040101,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,18.9,,,17.1,20.8,4097,POINT (-79.61373235 36.47442026),37157040101,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2475
2019,NC,North Carolina,Rockingham,37157,37157040501,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,43.2,,,42.2,44.1,3659,POINT (-79.81258201 36.51832254),37157040501,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2475
2020,NC,North Carolina,Rockingham,37157,37157040501,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.2,,,6.8,7.5,3659,POINT (-79.81258201 36.51832254),37157040501,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2475
2019,NC,North Carolina,Rockingham,37157,37157040700,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.6,,,36.9,38.2,4524,POINT (-79.99787978 36.44960869),37157040700,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2475
2020,NC,North Carolina,Randolph,37151,37151030201,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,74.8,,,70.5,78.7,3078,POINT (-79.80259769 35.69872117),37151030201,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,651
2020,NC,North Carolina,Randolph,37151,37151031505,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.1,,,2.9,3.4,3618,POINT (-79.96216175 35.86008612),37151031505,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,651
2019,NC,North Carolina,Randolph,37151,37151030100,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,33.5,,,32.9,34.2,4597,POINT (-79.82588849 35.67349166),37151030100,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,651
2020,NC,North Carolina,Stokes,37169,37169070200,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.6,,,7.2,8.0,3660,POINT (-80.24146802 36.44817285),37169070200,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2480
2019,NC,North Carolina,Randolph,37151,37151030502,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,36.5,,,35.3,37.8,4019,POINT (-79.85195428 35.72496204),37151030502,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,651
2020,NC,North Carolina,Stokes,37169,37169070300,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,17.6,,,15.8,19.4,4732,POINT (-80.36693986 36.47263806),37169070300,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2480
2020,NC,North Carolina,Stokes,37169,37169070503,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.9,,,71.7,76.3,5850,POINT (-80.35287052 36.29797419),37169070503,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2480
2020,NC,North Carolina,Surry,37171,37171930400,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,13.2,,,10.9,15.7,2576,POINT (-80.60558423 36.49135877),37171930400,HLTHOUT,COPD,CrdPrv,COPD,37,2481
2020,NC,North Carolina,Rockingham,37157,37157040502,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.3,,,81.7,84.9,2876,POINT (-79.79226742 36.48344887),37157040502,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2475
2020,NC,North Carolina,Surry,37171,37171930101,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.4,,,3.2,3.6,2093,POINT (-80.48059183 36.51332943),37171930101,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2481
2019,NC,North Carolina,Rockingham,37157,37157041200,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.6,,,87.3,88.0,5282,POINT (-79.67511729 36.37038105),37157041200,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2475
2020,NC,North Carolina,Rockingham,37157,37157040502,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,25.9,,,24.2,27.7,2876,POINT (-79.79226742 36.48344887),37157040502,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2475
2019,NC,North Carolina,Randolph,37151,37151031304,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36.5,,,35.6,37.4,4701,POINT (-79.87801395 35.87116772),37151031304,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,651
2020,NC,North Carolina,Randolph,37151,37151030700,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,21.7,,,19.3,23.8,6011,POINT (-79.957322 35.58750318),37151030700,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,651
2020,NC,North Carolina,Rockingham,37157,37157041002,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,72.1,,,70.3,73.8,5894,POINT (-79.87939455 36.33194907),37157041002,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2475
2020,NC,North Carolina,Randolph,37151,37151031000,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78.4,,,77.8,79.0,7151,POINT (-79.60864986 35.75929691),37151031000,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,651
2020,NC,North Carolina,Surry,37171,37171930102,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,25.7,,,23.5,28.1,4783,POINT (-80.50955051 36.43811452),37171930102,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2481
2020,NC,North Carolina,Randolph,37151,37151031503,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.1,,,14.4,15.9,3011,POINT (-79.96789022 35.90760571),37151031503,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,651
2020,NC,North Carolina,Rockingham,37157,37157040501,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.5,,,34.0,36.7,3659,POINT (-79.81258201 36.51832254),37157040501,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2475
2020,NC,North Carolina,Stokes,37169,37169070504,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,24.8,,,23.4,26.4,3394,POINT (-80.30563408 36.30758178),37169070504,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2480
2020,NC,North Carolina,Rockingham,37157,37157040200,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.1,,,33.8,36.2,3949,POINT (-79.67995422 36.52151096),37157040200,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2475
2020,NC,North Carolina,Randolph,37151,37151030503,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.2,,,6.0,6.4,5855,POINT (-79.89533472 35.77374328),37151030503,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,651
2020,NC,North Carolina,Randolph,37151,37151030302,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.1,,,35.9,38.2,3041,POINT (-79.78308914 35.72021809),37151030302,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,651
2020,NC,North Carolina,Rockingham,37157,37157041001,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.9,,,76.0,77.7,6103,POINT (-79.98094152 36.31496912),37157041001,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2475
2019,NC,North Carolina,Rockingham,37157,37157041601,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.1,,,34.3,36.0,3513,POINT (-79.76315475 36.35203064),37157041601,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2475
2020,NC,North Carolina,Randolph,37151,37151031505,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.3,,,2.9,3.8,3618,POINT (-79.96216175 35.86008612),37151031505,HLTHOUT,STROKE,CrdPrv,Stroke,37,651
2020,NC,North Carolina,Randolph,37151,37151031504,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.4,,,71.5,79.2,5234,POINT (-79.94933356 35.89905011),37151031504,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,651
2020,NC,North Carolina,Randolph,37151,37151031501,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,16.4,,,13.9,19.0,6079,POINT (-80.01085785 35.84431165),37151031501,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,651
2020,NC,North Carolina,Randolph,37151,37151030801,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,24.9,,,23.6,26.2,7148,POINT (-79.72245668 35.68056316),37151030801,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,651
2019,NC,North Carolina,Randolph,37151,37151031200,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.4,,,76.7,78.1,5336,POINT (-79.59882768 35.86310823),37151031200,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,651
2020,NC,North Carolina,Rockingham,37157,37157040900,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.6,,,7.2,8.0,2587,POINT (-79.95321532 36.41296116),37157040900,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2475
2020,NC,North Carolina,Randolph,37151,37151030801,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.9,,,6.9,9.0,7148,POINT (-79.72245668 35.68056316),37151030801,HLTHOUT,COPD,CrdPrv,COPD,37,651
2020,NC,North Carolina,Stokes,37169,37169070600,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.1,,,12.6,15.6,5143,POINT (-80.21605879 36.33298534),37169070600,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2480
2020,NC,North Carolina,Rockingham,37157,37157040601,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.5,,,81.9,85.3,3872,POINT (-79.90498696 36.5060659),37157040601,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2475
2020,NC,North Carolina,Randolph,37151,37151031303,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.7,,,13.1,16.1,4226,POINT (-79.92082099 35.8441171),37151031303,HLTHSTAT,GHLTH,CrdPrv,General Health,37,651
2020,NC,North Carolina,Randolph,37151,37151030503,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.2,,,63.9,68.4,5855,POINT (-79.89533472 35.77374328),37151030503,PREVENT,DENTAL,CrdPrv,Dental Visit,37,651
2020,NC,North Carolina,Rockingham,37157,37157041001,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.2,,,10.3,12.1,6103,POINT (-79.98094152 36.31496912),37157041001,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2475
2020,NC,North Carolina,Randolph,37151,37151030201,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.5,,,21.4,23.7,3078,POINT (-79.80259769 35.69872117),37151030201,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,651
2020,NC,North Carolina,Rockingham,37157,37157040200,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.7,,,8.6,10.9,3949,POINT (-79.67995422 36.52151096),37157040200,HLTHOUT,COPD,CrdPrv,COPD,37,2475
2020,NC,North Carolina,Randolph,37151,37151030202,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.4,,,80.6,84.1,5078,POINT (-79.8049435 35.66013757),37151030202,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,651
2020,NC,North Carolina,Randolph,37151,37151030502,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.2,,,12.0,14.4,4019,POINT (-79.85195428 35.72496204),37151030502,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,651
2020,NC,North Carolina,Rockingham,37157,37157040400,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.9,,,29.7,32.2,6361,POINT (-79.76431257 36.52575083),37157040400,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2475
2020,NC,North Carolina,Rockingham,37157,37157041400,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.6,,,14.9,16.3,2991,POINT (-79.65212453 36.32173912),37157041400,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2475
2020,NC,North Carolina,Randolph,37151,37151031100,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.3,,,16.5,18.0,5823,POINT (-79.7262349 35.77428228),37151031100,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,651
2019,NC,North Carolina,Randolph,37151,37151031304,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,36.0,,,34.9,36.9,4701,POINT (-79.87801395 35.87116772),37151031304,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,651
2020,NC,North Carolina,Randolph,37151,37151030900,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,81.2,,,79.8,82.7,3686,POINT (-79.61089382 35.61183308),37151030900,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,651
2020,NC,North Carolina,Rockingham,37157,37157040400,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.5,,,13.6,15.3,6361,POINT (-79.76431257 36.52575083),37157040400,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2475
2020,NC,North Carolina,Rockingham,37157,37157040800,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.3,,,6.9,7.6,1666,POINT (-79.97030212 36.39051768),37157040800,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,2475
2019,NC,North Carolina,Surry,37171,37171930502,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,80.4,,,79.8,81.0,3338,POINT (-80.63740528 36.50725372),37171930502,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2481
2020,NC,North Carolina,Rockingham,37157,37157041601,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.8,,,32.3,35.5,3513,POINT (-79.76315475 36.35203064),37157041601,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2475
2020,NC,North Carolina,Randolph,37151,37151030801,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.2,,,5.9,6.5,7148,POINT (-79.72245668 35.68056316),37151030801,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),37,651
2020,NC,North Carolina,Rockingham,37157,37157041200,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,25.8,,,23.5,27.9,5282,POINT (-79.67511729 36.37038105),37157041200,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2475
2020,NC,North Carolina,Surry,37171,37171930301,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,15.5,,,12.7,18.7,2042,POINT (-80.6011149 36.54288083),37171930301,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2481
2020,NC,North Carolina,Stokes,37169,37169070100,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.4,,,3.2,3.6,6720,POINT (-80.09824888 36.44543707),37169070100,HLTHOUT,STROKE,CrdPrv,Stroke,37,2480
2020,NC,North Carolina,Randolph,37151,37151031200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,27.9,,,26.2,29.7,5336,POINT (-79.59882768 35.86310823),37151031200,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,651
2020,NC,North Carolina,Rockingham,37157,37157040602,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.8,9.7,4784,POINT (-79.87718168 36.43627092),37157040602,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2475
2020,NC,North Carolina,Stokes,37169,37169070300,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,16.4,,,13.2,19.6,4732,POINT (-80.36693986 36.47263806),37169070300,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2480
2020,NC,North Carolina,Stokes,37169,37169070501,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.7,,,29.3,31.9,6884,POINT (-80.38982977 36.27746501),37169070501,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2480
2020,NC,North Carolina,Rockingham,37157,37157040200,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,24.3,,,23.1,25.5,3949,POINT (-79.67995422 36.52151096),37157040200,HLTHOUT,DEPRESSION,CrdPrv,Depression,37,2475
2020,NC,North Carolina,Surry,37171,37171930202,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78.3,,,77.3,79.3,3332,POINT (-80.57201811 36.4700573),37171930202,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2481
2020,NC,North Carolina,Rockingham,37157,37157041002,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78.4,,,77.7,79.0,5894,POINT (-79.87939455 36.33194907),37157041002,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2475
2020,NC,North Carolina,Randolph,37151,37151031501,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,20.5,,,18.4,22.6,6079,POINT (-80.01085785 35.84431165),37151031501,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,651
2020,NC,North Carolina,Rockingham,37157,37157040300,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,65.5,,,61.7,69.0,3712,POINT (-79.73866156 36.49577658),37157040300,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2475
2020,NC,North Carolina,Stokes,37169,37169070600,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.5,,,13.8,15.4,5143,POINT (-80.21605879 36.33298534),37169070600,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2480
2020,NC,North Carolina,Randolph,37151,37151031503,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.5,,,9.0,10.1,3011,POINT (-79.96789022 35.90760571),37151031503,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,651
2020,NC,North Carolina,Surry,37171,37171930501,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,15.1,,,10.4,20.3,2891,POINT (-80.65311044 36.54230192),37171930501,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2481
